filepath,width,height,bboxes
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005400.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 756, 'x2': 1354, 'y1': 324, 'y2': 952}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001413.jpg,1920,1080,"[{'class': 'Minivan', 'x1': 161, 'x2': 837, 'y1': 1, 'y2': 940}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006693.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 845, 'x2': 1431, 'y1': 295, 'y2': 883}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008917.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 739, 'x2': 1321, 'y1': 281, 'y2': 840}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000241.jpg,1920,1080,"[{'class': 'Minivan', 'x1': 380, 'x2': 927, 'y1': 200, 'y2': 889}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008899.jpg,1600,1200,"[{'class': 'SUV', 'x1': 625, 'x2': 1160, 'y1': 1, 'y2': 587}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005668.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 804, 'x2': 1373, 'y1': 84, 'y2': 619}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009054.jpg,1600,1200,"[{'class': 'SUV', 'x1': 299, 'x2': 836, 'y1': 180, 'y2': 752}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001263.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 317, 'x2': 696, 'y1': 313, 'y2': 799}, {'class': 'Sedan', 'x1': 967, 'x2': 1250, 'y1': 1, 'y2': 287}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000148.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 568, 'x2': 927, 'y1': 134, 'y2': 518}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000952.jpg,1920,1080,"[{'class': 'Minivan', 'x1': 159, 'x2': 620, 'y1': 33, 'y2': 816}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006095.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 802, 'x2': 1285, 'y1': 175, 'y2': 680}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001747.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 497, 'x2': 871, 'y1': 405, 'y2': 850}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004987.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 993, 'x2': 1584, 'y1': 268, 'y2': 891}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005755.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 608, 'x2': 1192, 'y1': 10, 'y2': 614}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004673.jpg,1600,1200,"[{'class': 'SUV', 'x1': 745, 'x2': 1352, 'y1': 99, 'y2': 846}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001547.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 812, 'x2': 1269, 'y1': 309, 'y2': 1037}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004661.jpg,1600,1200,"[{'class': 'SUV', 'x1': 1067, 'x2': 1600, 'y1': 280, 'y2': 1071}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000363.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1111, 'x2': 1419, 'y1': 54, 'y2': 386}, {'class': 'Sedan', 'x1': 410, 'x2': 888, 'y1': 520, 'y2': 1076}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008101.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 761, 'x2': 1349, 'y1': 236, 'y2': 797}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004259.jpg,1600,1200,"[{'class': 'SUV', 'x1': 500, 'x2': 1041, 'y1': 7, 'y2': 574}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009067.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 873, 'x2': 1481, 'y1': 225, 'y2': 888}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008088.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 642, 'x2': 1170, 'y1': 140, 'y2': 611}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006765.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 605, 'x2': 1134, 'y1': 185, 'y2': 672}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009649.jpg,1600,1200,"[{'class': 'Truck', 'x1': 609, 'x2': 1559, 'y1': 44, 'y2': 837}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009288.jpg,1600,1200,"[{'class': 'Truck', 'x1': 666, 'x2': 1600, 'y1': 1, 'y2': 759}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008249.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 894, 'x2': 1502, 'y1': 297, 'y2': 896}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004742.jpg,1600,1200,"[{'class': 'SUV', 'x1': 561, 'x2': 1164, 'y1': 138, 'y2': 823}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004952.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 666, 'x2': 1205, 'y1': 140, 'y2': 672}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008334.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 748, 'x2': 1362, 'y1': 374, 'y2': 957}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006493.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 834, 'x2': 1382, 'y1': 295, 'y2': 827}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006340.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 823, 'x2': 1362, 'y1': 228, 'y2': 744}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005462.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 748, 'x2': 1293, 'y1': 220, 'y2': 755}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006297.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 623, 'x2': 1131, 'y1': 106, 'y2': 550}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001800.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1086, 'x2': 1472, 'y1': 416, 'y2': 913}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001401.jpg,1920,1080,"[{'class': 'SUV', 'x1': 992, 'x2': 1435, 'y1': 308, 'y2': 911}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005005.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 720, 'x2': 1343, 'y1': 428, 'y2': 1103}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005833.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 608, 'x2': 1073, 'y1': 55, 'y2': 489}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000358.jpg,1920,1080,"[{'class': 'SUV', 'x1': 383, 'x2': 837, 'y1': 312, 'y2': 909}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004686.jpg,1600,1200,"[{'class': 'SUV', 'x1': 573, 'x2': 1135, 'y1': 49, 'y2': 737}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009786.jpg,1600,1200,"[{'class': 'Truck', 'x1': 686, 'x2': 1581, 'y1': 1, 'y2': 698}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001265.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 974, 'x2': 1351, 'y1': 262, 'y2': 704}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009071.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 722, 'x2': 1278, 'y1': 191, 'y2': 699}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001162.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 995, 'x2': 1321, 'y1': 106, 'y2': 491}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002714.jpg,1600,1200,"[{'class': 'Bus', 'x1': 580, 'x2': 1567, 'y1': 45, 'y2': 853}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003563.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 831, 'x2': 1497, 'y1': 1, 'y2': 595}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008379.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 661, 'x2': 1144, 'y1': 18, 'y2': 497}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000775.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 495, 'x2': 1015, 'y1': 77, 'y2': 918}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001512.jpg,1920,1080,"[{'class': 'SUV', 'x1': 913, 'x2': 1319, 'y1': 253, 'y2': 784}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004447.jpg,1600,1200,"[{'class': 'SUV', 'x1': 808, 'x2': 1420, 'y1': 98, 'y2': 800}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008660.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 644, 'x2': 1183, 'y1': 249, 'y2': 795}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009695.jpg,1600,1200,"[{'class': 'Truck', 'x1': 618, 'x2': 1525, 'y1': 38, 'y2': 681}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007764.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 487, 'x2': 1093, 'y1': 207, 'y2': 795}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004532.jpg,1600,1200,"[{'class': 'SUV', 'x1': 937, 'x2': 1517, 'y1': 321, 'y2': 960}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003697.jpg,1600,1200,"[{'class': 'SUV', 'x1': 951, 'x2': 1596, 'y1': 244, 'y2': 926}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006307.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 592, 'x2': 1274, 'y1': 326, 'y2': 970}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001872.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1034, 'x2': 1374, 'y1': 176, 'y2': 561}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001215.jpg,1920,1080,"[{'class': 'SUV', 'x1': 362, 'x2': 801, 'y1': 337, 'y2': 905}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000887.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1086, 'x2': 1465, 'y1': 207, 'y2': 649}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003864.jpg,1600,1200,"[{'class': 'SUV', 'x1': 633, 'x2': 1327, 'y1': 246, 'y2': 1000}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001076.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 205, 'x2': 604, 'y1': 341, 'y2': 924}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002000.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 360, 'x2': 787, 'y1': 449, 'y2': 957}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002689.jpg,1600,1200,"[{'class': 'Bus', 'x1': 569, 'x2': 1483, 'y1': 49, 'y2': 797}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002387.jpg,1600,1200,"[{'class': 'Bus', 'x1': 399, 'x2': 1435, 'y1': 36, 'y2': 847}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007490.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 754, 'x2': 1321, 'y1': 295, 'y2': 888}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009577.jpg,1600,1200,"[{'class': 'Truck', 'x1': 521, 'x2': 1361, 'y1': 44, 'y2': 773}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001686.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 499, 'x2': 855, 'y1': 223, 'y2': 649}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003170.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 600, 'x2': 1128, 'y1': 102, 'y2': 740}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001433.jpg,1920,1080,"[{'class': 'SUV', 'x1': 1040, 'x2': 1458, 'y1': 374, 'y2': 964}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000800.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1093, 'x2': 1394, 'y1': 22, 'y2': 348}, {'class': 'Truck', 'x1': 184, 'x2': 954, 'y1': 3, 'y2': 1074}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001210.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 410, 'x2': 794, 'y1': 260, 'y2': 717}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001506.jpg,1920,1080,"[{'class': 'SUV', 'x1': 481, 'x2': 849, 'y1': 113, 'y2': 563}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008952.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 899, 'x2': 1485, 'y1': 356, 'y2': 880}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004543.jpg,1600,1200,"[{'class': 'SUV', 'x1': 873, 'x2': 1436, 'y1': 185, 'y2': 864}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008113.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 444, 'x2': 940, 'y1': 2, 'y2': 513}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009809.jpg,1600,1200,"[{'class': 'Truck', 'x1': 405, 'x2': 1180, 'y1': 35, 'y2': 734}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007881.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 603, 'x2': 1270, 'y1': 417, 'y2': 1130}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002558.jpg,1600,1200,"[{'class': 'Bus', 'x1': 655, 'x2': 1527, 'y1': 1, 'y2': 681}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009584.jpg,1600,1200,"[{'class': 'Truck', 'x1': 634, 'x2': 1600, 'y1': 1, 'y2': 748}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002513.jpg,1600,1200,"[{'class': 'Bus', 'x1': 660, 'x2': 1600, 'y1': 30, 'y2': 752}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007791.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 998, 'x2': 1600, 'y1': 483, 'y2': 1106}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001045.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 467, 'x2': 796, 'y1': 31, 'y2': 489}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002061.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 1034, 'x2': 1406, 'y1': 133, 'y2': 669}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002623.jpg,1600,1200,"[{'class': 'Bus', 'x1': 23, 'x2': 894, 'y1': 55, 'y2': 840}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007089.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 771, 'x2': 1453, 'y1': 398, 'y2': 1090}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006894.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 506, 'x2': 1030, 'y1': 212, 'y2': 691}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001757.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 550, 'x2': 837, 'y1': 86, 'y2': 377}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004255.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 825, 'x2': 1414, 'y1': 209, 'y2': 773}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005164.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 642, 'x2': 1334, 'y1': 193, 'y2': 957}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004995.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 836, 'x2': 1399, 'y1': 265, 'y2': 792}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003588.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 704, 'x2': 1248, 'y1': 1, 'y2': 556}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003175.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 659, 'x2': 1425, 'y1': 1, 'y2': 951}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004726.jpg,1600,1200,"[{'class': 'SUV', 'x1': 206, 'x2': 815, 'y1': 136, 'y2': 812}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000766.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 502, 'x2': 892, 'y1': 229, 'y2': 696}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001380.jpg,1920,1080,"[{'class': 'SUV', 'x1': 529, 'x2': 871, 'y1': 64, 'y2': 463}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003027.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 824, 'x2': 1545, 'y1': 149, 'y2': 1049}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005892.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 737, 'x2': 1231, 'y1': 161, 'y2': 627}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008253.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 763, 'x2': 1300, 'y1': 180, 'y2': 664}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000021.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 483, 'x2': 927, 'y1': 374, 'y2': 926}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002852.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 480, 'x2': 1262, 'y1': 1, 'y2': 837}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006474.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 187, 'x2': 750, 'y1': 313, 'y2': 832}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002724.jpg,1600,1200,"[{'class': 'Bus', 'x1': 547, 'x2': 1580, 'y1': 21, 'y2': 948}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002476.jpg,1600,1200,"[{'class': 'Bus', 'x1': 525, 'x2': 1397, 'y1': 4, 'y2': 679}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005190.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 646, 'x2': 1233, 'y1': 263, 'y2': 837}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003987.jpg,1600,1200,"[{'class': 'SUV', 'x1': 572, 'x2': 1139, 'y1': 167, 'y2': 790}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002104.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 465, 'x2': 892, 'y1': 449, 'y2': 984}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003107.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 1001, 'x2': 1600, 'y1': 180, 'y2': 965}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000003.jpg,1920,1080,"[{'class': 'SUV', 'x1': 597, 'x2': 970, 'y1': 97, 'y2': 538}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008644.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 746, 'x2': 1276, 'y1': 188, 'y2': 678}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009562.jpg,1600,1200,"[{'class': 'Truck', 'x1': 734, 'x2': 1600, 'y1': 33, 'y2': 754}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003318.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 722, 'x2': 1368, 'y1': 113, 'y2': 795}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001558.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 550, 'x2': 883, 'y1': 80, 'y2': 436}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007823.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 633, 'x2': 1179, 'y1': 225, 'y2': 755}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007734.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 625, 'x2': 1207, 'y1': 324, 'y2': 888}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004864.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 858, 'x2': 1429, 'y1': 185, 'y2': 667}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008661.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 148, 'x2': 746, 'y1': 380, 'y2': 965}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008357.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 653, 'x2': 1209, 'y1': 207, 'y2': 720}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009785.jpg,1600,1200,"[{'class': 'Truck', 'x1': 686, 'x2': 1577, 'y1': 1, 'y2': 701}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004900.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 698, 'x2': 1244, 'y1': 201, 'y2': 742}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001249.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 716, 'x2': 1040, 'y1': 128, 'y2': 500}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005155.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 860, 'x2': 1446, 'y1': 321, 'y2': 896}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003203.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 933, 'x2': 1586, 'y1': 41, 'y2': 854}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001443.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 477, 'x2': 887, 'y1': 377, 'y2': 898}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008512.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 661, 'x2': 1194, 'y1': 215, 'y2': 699}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007069.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 804, 'x2': 1360, 'y1': 374, 'y2': 965}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000938.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 401, 'x2': 753, 'y1': 418, 'y2': 865}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008624.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 717, 'x2': 1252, 'y1': 236, 'y2': 710}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004188.jpg,1600,1200,"[{'class': 'SUV', 'x1': 557, 'x2': 1206, 'y1': 220, 'y2': 935}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002618.jpg,1600,1200,"[{'class': 'Bus', 'x1': 625, 'x2': 1600, 'y1': 1, 'y2': 965}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007354.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 605, 'x2': 1134, 'y1': 225, 'y2': 742}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008678.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 698, 'x2': 1233, 'y1': 193, 'y2': 691}]"
